Entity,Code,Year,Annual CO₂ emissions (per capita)
Equatorial Guinea,GNQ,1999,0.6208852
Equatorial Guinea,GNQ,2000,0.89863443
Equatorial Guinea,GNQ,2001,4.121015
Equatorial Guinea,GNQ,2002,10.319662
Equatorial Guinea,GNQ,2003,10.082275
Equatorial Guinea,GNQ,2004,12.055665
Equatorial Guinea,GNQ,2005,9.296224
Equatorial Guinea,GNQ,2006,7.8506336
Equatorial Guinea,GNQ,2007,5.8851376
Equatorial Guinea,GNQ,2008,6.131327
Equatorial Guinea,GNQ,2009,5.164084
Equatorial Guinea,GNQ,2010,6.1996274
Equatorial Guinea,GNQ,2011,8.239751
Equatorial Guinea,GNQ,2012,5.781209
Equatorial Guinea,GNQ,2013,6.5888486
Equatorial Guinea,GNQ,2014,5.9235883
Equatorial Guinea,GNQ,2015,5.22169
Equatorial Guinea,GNQ,2016,5.4043875
Equatorial Guinea,GNQ,2017,5.419531
Equatorial Guinea,GNQ,2018,4.000029
Equatorial Guinea,GNQ,2019,2.986391
Equatorial Guinea,GNQ,2020,3.125901
Equatorial Guinea,GNQ,2021,3.1966193
Eritrea,ERI,1939,0.020746514
Eritrea,ERI,1940,0.0102627305
Eritrea,ERI,1941,0.0050685946
Eritrea,ERI,1942,0.015002635
Eritrea,ERI,1943,0.019707445
Eritrea,ERI,1944,0.024269938
Eritrea,ERI,1990,0
Eritrea,ERI,1993,0
Eritrea,ERI,1994,0.36417803
Eritrea,ERI,1995,0.38140956
Eritrea,ERI,1996,0.39684013
Eritrea,ERI,1997,0.3527999
Eritrea,ERI,1998,0.25235873
Eritrea,ERI,1999,0.26117384
Eritrea,ERI,2000,0.2525956
Eritrea,ERI,2001,0.25441217
Eritrea,ERI,2002,0.23577702
Eritrea,ERI,2003,0.2677602
Eritrea,ERI,2004,0.2783153
Eritrea,ERI,2005,0.27154836
Eritrea,ERI,2006,0.19060002
Eritrea,ERI,2007,0.19252422
Eritrea,ERI,2008,0.1361898
Eritrea,ERI,2009,0.1612614
Eritrea,ERI,2010,0.15799847
Eritrea,ERI,2011,0.17328797
Eritrea,ERI,2012,0.1858713
Eritrea,ERI,2013,0.18833019
Eritrea,ERI,2014,0.189983
Eritrea,ERI,2015,0.18898953
Eritrea,ERI,2016,0.19178715
Eritrea,ERI,2017,0.20732054
Eritrea,ERI,2018,0.24099113
Eritrea,ERI,2019,0.24450994
Eritrea,ERI,2020,0.22023872
Eritrea,ERI,2021,0.22666506
Estonia,EST,1830,0.0004908724
Estonia,EST,1831,0.0005793849
Estonia,EST,1832,0.00038336706
Estonia,EST,1833,0.00047348242
Estonia,EST,1850,0.0023866498
Estonia,EST,1855,0.0068181325
Estonia,EST,1858,0.009234811
Estonia,EST,1859,0.009677298
Estonia,EST,1860,0.012635834
Estonia,EST,1861,0.015860768
Estonia,EST,1862,0.01413787
Estonia,EST,1863,0.014628172
Estonia,EST,1864,0.016212564
Estonia,EST,1865,0.015311787
Estonia,EST,1866,0.047802582
Estonia,EST,1867,0.05420472
Estonia,EST,1868,0.044560123
Estonia,EST,1869,0.059727404
Estonia,EST,1870,0.06404389
Estonia,EST,1871,0.08543261
Estonia,EST,1872,0.0866633
Estonia,EST,1873,0.08037018
Estonia,EST,1874,0.09639144
Estonia,EST,1875,0.10962465
Estonia,EST,1876,0.13448122
Estonia,EST,1877,0.1356096
Estonia,EST,1878,0.17511685
Estonia,EST,1879,0.17754458
Estonia,EST,1880,0.20579721
Estonia,EST,1881,0.21417935
Estonia,EST,1882,0.22290857
Estonia,EST,1883,0.25068867
Estonia,EST,1884,0.25149277
Estonia,EST,1885,0.27066875
Estonia,EST,1886,0.27429673
Estonia,EST,1887,0.28679368
Estonia,EST,1888,0.29558524
Estonia,EST,1889,0.31541663
Estonia,EST,1890,0.35294694
Estonia,EST,1891,0.3839788
Estonia,EST,1892,0.40160686
Estonia,EST,1893,0.4651205
Estonia,EST,1894,0.4680772
Estonia,EST,1895,0.53142565
Estonia,EST,1896,0.534545
Estonia,EST,1897,0.61068285
Estonia,EST,1898,0.67674255
Estonia,EST,1899,0.77572554
Estonia,EST,1900,0.868278
Estonia,EST,1901,0.88079053
Estonia,EST,1902,0.84056944
Estonia,EST,1903,0.81243986
Estonia,EST,1904,0.8931383
Estonia,EST,1905,0.7877404
Estonia,EST,1906,0.8878046
Estonia,EST,1907,0.982575
Estonia,EST,1908,0.9768249
Estonia,EST,1909,1.0188143
Estonia,EST,1910,0.987135
Estonia,EST,1911,1.0110832
Estonia,EST,1912,1.1314404
Estonia,EST,1913,1.2141298
Estonia,EST,1914,1.0824307
Estonia,EST,1915,0.9814214
Estonia,EST,1916,1.0332834
Estonia,EST,1917,0.9393736
Estonia,EST,1918,0.37004906
Estonia,EST,1919,0.3129473
Estonia,EST,1920,0.2831961
Estonia,EST,1921,0.30547902
Estonia,EST,1922,0.37140194
Estonia,EST,1923,0.40993884
Estonia,EST,1924,0.48801216
Estonia,EST,1925,0.48127306
Estonia,EST,1926,0.69675654
Estonia,EST,1927,0.86555946
Estonia,EST,1928,0.9716791
Estonia,EST,1929,1.0438238
Estonia,EST,1930,1.4123057
Estonia,EST,1931,1.6949863
Estonia,EST,1932,1.9078225
Estonia,EST,1933,2.1315987
Estonia,EST,1934,2.578392
Estonia,EST,1935,2.920153
Estonia,EST,1936,3.3511455
Estonia,EST,1937,3.4287338
Estonia,EST,1938,3.6210186
Estonia,EST,1939,3.666489
Estonia,EST,1940,4.387087
Estonia,EST,1941,3.8604937
Estonia,EST,1942,2.1002393
Estonia,EST,1943,2.1971548
Estonia,EST,1944,3.1938736
Estonia,EST,1945,3.3910687
Estonia,EST,1946,3.8213038
Estonia,EST,1947,4.6131015
Estonia,EST,1948,4.9218435
Estonia,EST,1949,5.594875
Estonia,EST,1950,6.2156277
Estonia,EST,1951,6.6513257
Estonia,EST,1952,7.0356774
Estonia,EST,1953,7.359184
Estonia,EST,1954,7.951887
Estonia,EST,1955,8.921162
Estonia,EST,1956,9.68421
Estonia,EST,1957,10.50186
Estonia,EST,1958,11.125552
Estonia,EST,1959,11.62907
Estonia,EST,1960,12.000355
Estonia,EST,1961,12.223467
Estonia,EST,1962,12.67517
Estonia,EST,1963,13.436258
Estonia,EST,1964,14.121754
Estonia,EST,1965,14.810124
Estonia,EST,1966,15.47492
Estonia,EST,1967,16.008266
Estonia,EST,1968,16.276604
Estonia,EST,1969,16.766817
Estonia,EST,1970,17.466568
Estonia,EST,1971,18.365105
Estonia,EST,1972,19.148853
Estonia,EST,1973,19.78798
Estonia,EST,1974,20.368011
Estonia,EST,1975,21.236286
Estonia,EST,1976,21.879128
Estonia,EST,1977,22.438744
Estonia,EST,1978,23.019184
Estonia,EST,1979,23.0532
Estonia,EST,1980,23.82736
Estonia,EST,1981,23.233635
Estonia,EST,1982,23.520306
Estonia,EST,1983,23.692955
Estonia,EST,1984,23.740873
Estonia,EST,1985,25.446192
Estonia,EST,1986,25.275602
Estonia,EST,1987,24.484402
Estonia,EST,1988,24.366327
Estonia,EST,1989,24.828497
Estonia,EST,1990,23.507214
Estonia,EST,1991,21.805168
Estonia,EST,1992,15.855051
Estonia,EST,1993,12.921608
Estonia,EST,1994,13.58389
Estonia,EST,1995,12.43578
Estonia,EST,1996,13.272953
Estonia,EST,1997,13.1443405
Estonia,EST,1998,12.005937
Estonia,EST,1999,11.368203
Estonia,EST,2000,11.096423
Estonia,EST,2001,11.455556
Estonia,EST,2002,11.15332
Estonia,EST,2003,12.606291
Estonia,EST,2004,12.7283945
Estonia,EST,2005,12.630271
Estonia,EST,2006,12.218162
Estonia,EST,2007,14.893878
Estonia,EST,2008,13.380747
Estonia,EST,2009,10.820553
Estonia,EST,2010,14.271136
Estonia,EST,2011,14.301433
Estonia,EST,2012,13.453593
Estonia,EST,2013,14.945469
Estonia,EST,2014,14.347625
Estonia,EST,2015,12.054009
Estonia,EST,2016,13.343702
Estonia,EST,2017,14.2404375
Estonia,EST,2018,13.565124
Estonia,EST,2019,9.329184
Estonia,EST,2020,7.027731
Estonia,EST,2021,7.86407
Eswatini,SWZ,1950,0.013487646
Eswatini,SWZ,1951,0.0131527465
Eswatini,SWZ,1952,0.01283039
Eswatini,SWZ,1953,0.012520332
Eswatini,SWZ,1954,0.012220911
Eswatini,SWZ,1955,0.011931356
Eswatini,SWZ,1956,0.011652054
Eswatini,SWZ,1957,0.011381179
Eswatini,SWZ,1958,0.01111836
Eswatini,SWZ,1959,0.010863764
Eswatini,SWZ,1960,0.09556211
Eswatini,SWZ,1961,0.010380162
Eswatini,SWZ,1964,0.029037729
Eswatini,SWZ,1965,0.20757763
Eswatini,SWZ,1966,0.5052285
Eswatini,SWZ,1967,0.55453897
Eswatini,SWZ,1968,0.66240704
Eswatini,SWZ,1969,0.70497966
Eswatini,SWZ,1970,0.8273233
Eswatini,SWZ,1971,0.8778884
Eswatini,SWZ,1972,0.8150617
Eswatini,SWZ,1973,0.7698872
Eswatini,SWZ,1974,0.62963855
Eswatini,SWZ,1975,0.66154706
Eswatini,SWZ,1976,0.63453496
Eswatini,SWZ,1977,0.62830305
Eswatini,SWZ,1978,0.7848023
Eswatini,SWZ,1979,0.77190125
Eswatini,SWZ,1980,0.77740204
Eswatini,SWZ,1981,0.70757353
Eswatini,SWZ,1982,0.6872357
Eswatini,SWZ,1983,0.4136229
Eswatini,SWZ,1984,0.4922746
Eswatini,SWZ,1985,0.6259601
Eswatini,SWZ,1986,0.6272632
Eswatini,SWZ,1987,0.57470644
Eswatini,SWZ,1988,0.5488344
Eswatini,SWZ,1989,0.52788997
Eswatini,SWZ,1990,1.124058
Eswatini,SWZ,1991,0.9801207
Eswatini,SWZ,1992,0.89900017
Eswatini,SWZ,1993,0.74551684
Eswatini,SWZ,1994,1.1294591
Eswatini,SWZ,1995,1.1142781
Eswatini,SWZ,1996,0.8091266
Eswatini,SWZ,1997,1.1538527
Eswatini,SWZ,1998,1.1555232
Eswatini,SWZ,1999,1.2160769
Eswatini,SWZ,2000,1.1733288
Eswatini,SWZ,2001,1.0519838
Eswatini,SWZ,2002,1.0286082
Eswatini,SWZ,2003,0.9481757
Eswatini,SWZ,2004,0.93853873
Eswatini,SWZ,2005,0.94685394
Eswatini,SWZ,2006,0.9417127
Eswatini,SWZ,2007,0.9599277
Eswatini,SWZ,2008,0.9379485
Eswatini,SWZ,2009,0.9671255
Eswatini,SWZ,2010,0.9060682
Eswatini,SWZ,2011,0.9115425
Eswatini,SWZ,2012,1.0516108
Eswatini,SWZ,2013,1.2515529
Eswatini,SWZ,2014,0.68341696
Eswatini,SWZ,2015,0.7657965
Eswatini,SWZ,2016,0.92359316
Eswatini,SWZ,2017,0.85601753
Eswatini,SWZ,2018,0.89040095
Eswatini,SWZ,2019,0.95858824
Eswatini,SWZ,2020,0.89782774
Eswatini,SWZ,2021,0.91188765
Ethiopia,ETH,1941,0.00060948485
Ethiopia,ETH,1942,0.00060948485
Ethiopia,ETH,1943,0.00060948485
Ethiopia,ETH,1948,0.00020314299
Ethiopia,ETH,1949,0.00020224832
Ethiopia,ETH,1950,0.0049637044
Ethiopia,ETH,1951,0.0034394504
Ethiopia,ETH,1952,0.0053467634
Ethiopia,ETH,1953,0.009695681
Ethiopia,ETH,1954,0.014047992
Ethiopia,ETH,1955,0.011523139
Ethiopia,ETH,1956,0.0120084295
Ethiopia,ETH,1957,0.015724493
Ethiopia,ETH,1958,0.015307465
Ethiopia,ETH,1959,0.0158758
Ethiopia,ETH,1960,0.016174313
Ethiopia,ETH,1961,0.015287583
Ethiopia,ETH,1962,0.017308382
Ethiopia,ETH,1963,0.01796296
Ethiopia,ETH,1964,0.016886728
Ethiopia,ETH,1965,0.026063276
Ethiopia,ETH,1966,0.03246888
Ethiopia,ETH,1967,0.041185882
Ethiopia,ETH,1968,0.06441813
Ethiopia,ETH,1969,0.06053073
Ethiopia,ETH,1970,0.0583477
Ethiopia,ETH,1971,0.063556135
Ethiopia,ETH,1972,0.04704384
Ethiopia,ETH,1973,0.0570427
Ethiopia,ETH,1974,0.05513933
Ethiopia,ETH,1975,0.037470438
Ethiopia,ETH,1976,0.035530854
Ethiopia,ETH,1977,0.031066488
Ethiopia,ETH,1978,0.039945655
Ethiopia,ETH,1979,0.05305516
Ethiopia,ETH,1980,0.052009113
Ethiopia,ETH,1981,0.05192817
Ethiopia,ETH,1982,0.03960708
Ethiopia,ETH,1983,0.047986012
Ethiopia,ETH,1984,0.0420959
Ethiopia,ETH,1985,0.044648558
Ethiopia,ETH,1986,0.052954517
Ethiopia,ETH,1987,0.05960943
Ethiopia,ETH,1988,0.05931195
Ethiopia,ETH,1989,0.06048396
Ethiopia,ETH,1990,0.06237734
Ethiopia,ETH,1991,0.05924357
Ethiopia,ETH,1992,0.05646316
Ethiopia,ETH,1993,0.055652164
Ethiopia,ETH,1994,0.03950364
Ethiopia,ETH,1995,0.04359958
Ethiopia,ETH,1996,0.04708171
Ethiopia,ETH,1997,0.04866877
Ethiopia,ETH,1998,0.049851075
Ethiopia,ETH,1999,0.047547493
Ethiopia,ETH,2000,0.05165983
Ethiopia,ETH,2001,0.061788637
Ethiopia,ETH,2002,0.06235382
Ethiopia,ETH,2003,0.06656155
Ethiopia,ETH,2004,0.06850572
Ethiopia,ETH,2005,0.063974865
Ethiopia,ETH,2006,0.06673493
Ethiopia,ETH,2007,0.0712179
Ethiopia,ETH,2008,0.076076545
Ethiopia,ETH,2009,0.07438651
Ethiopia,ETH,2010,0.07101106
Ethiopia,ETH,2011,0.08062129
Ethiopia,ETH,2012,0.08585047
Ethiopia,ETH,2013,0.10074771
Ethiopia,ETH,2014,0.12047053
Ethiopia,ETH,2015,0.123901345
Ethiopia,ETH,2016,0.1362616
Ethiopia,ETH,2017,0.14370508
Ethiopia,ETH,2018,0.14224885
Ethiopia,ETH,2019,0.16033709
Ethiopia,ETH,2020,0.14541018
Ethiopia,ETH,2021,0.14792238
Europe,,1750,0.06221011
Europe,,1760,0.06372313
Europe,,1770,0.07475295
Europe,,1780,0.08767147
Europe,,1790,0.10665625
Europe,,1800,0.14291343
Europe,,1801,0.14149562
Europe,,1802,0.18559043
Europe,,1803,0.15787193
Europe,,1804,0.1711462
Europe,,1805,0.16582303
Europe,,1806,0.17317429
Europe,,1807,0.18119098
Europe,,1808,0.17128856
Europe,,1809,0.17051665
Europe,,1810,0.1804463
Europe,,1811,0.18971747
Europe,,1812,0.19491522
Europe,,1813,0.19406897
Europe,,1814,0.19644439
Europe,,1815,0.20081845
Europe,,1816,0.21800634
Europe,,1817,0.22374345
Europe,,1818,0.22218314
Europe,,1819,0.22147869
Europe,,1820,0.22257689
Europe,,1821,0.22372943
Europe,,1822,0.2305615
Europe,,1823,0.24196394
Europe,,1824,0.24802995
Europe,,1825,0.25502566
Europe,,1826,0.25491813
Europe,,1827,0.27109417
Europe,,1828,0.27116105
Europe,,1829,0.2670294
Europe,,1830,0.35674962
Europe,,1831,0.33447486
Europe,,1832,0.33112872
Europe,,1833,0.33333775
Europe,,1834,0.33802015
Europe,,1835,0.33945101
Europe,,1836,0.39124838
Europe,,1837,0.3856608
Europe,,1838,0.396641
Europe,,1839,0.40550312
Europe,,1840,0.42909607
Europe,,1841,0.43889737
Europe,,1842,0.45932543
Europe,,1843,0.46595573
Europe,,1844,0.48923698
Europe,,1845,0.53011346
Europe,,1846,0.5308269
Europe,,1847,0.57219064
Europe,,1848,0.5676514
Europe,,1849,0.59386724
Europe,,1850,0.6323202
Europe,,1851,0.6180532
Europe,,1852,0.63740396
Europe,,1853,0.65538114
Europe,,1854,0.7728713
Europe,,1855,0.7678345
Europe,,1856,0.81547546
Europe,,1857,0.81556374
Europe,,1858,0.8211754
Europe,,1859,0.8602648
Europe,,1860,0.9444713
Europe,,1861,1.0002289
Europe,,1862,1.0083989
Europe,,1863,1.054444
Europe,,1864,1.129786
Europe,,1865,1.2013769
Europe,,1866,1.232654
Europe,,1867,1.2820851
Europe,,1868,1.2868279
Europe,,1869,1.3378041
Europe,,1870,1.3468283
Europe,,1871,1.4247973
Europe,,1872,1.5270703
Europe,,1873,1.5944542
Europe,,1874,1.4671428
Europe,,1875,1.6061983
Europe,,1876,1.630888
Europe,,1877,1.614603
Europe,,1878,1.6190109
Europe,,1879,1.6582345
Europe,,1880,1.8507785
Europe,,1881,1.8852451
Europe,,1882,1.9343804
Europe,,1883,2.0282264
Europe,,1884,1.9995428
Europe,,1885,1.9909812
Europe,,1886,1.973616
Europe,,1887,2.0328774
Europe,,1888,2.1369786
Europe,,1889,2.2198849
Europe,,1890,2.303699
Europe,,1891,2.365904
Europe,,1892,2.3107655
Europe,,1893,2.2281952
Europe,,1894,2.398792
Europe,,1895,2.442493
Europe,,1896,2.5331638
Europe,,1897,2.6371765
Europe,,1898,2.6992493
Europe,,1899,2.8512435
Europe,,1900,2.9654205
Europe,,1901,2.914523
Europe,,1902,2.891445
Europe,,1903,2.9838288
Europe,,1904,3.013016
Europe,,1905,3.0743766
Europe,,1906,3.144839
Europe,,1907,3.4536333
Europe,,1908,3.4792554
Europe,,1909,3.456782
Europe,,1910,3.4797397
Europe,,1911,3.5426018
Europe,,1912,3.66021
Europe,,1913,3.95253
Europe,,1914,3.5108082
Europe,,1915,3.3215506
Europe,,1916,3.4651735
Europe,,1917,3.395395
Europe,,1918,3.0795426
Europe,,1919,2.60603
Europe,,1920,3.0098686
Europe,,1921,2.7307417
Europe,,1922,3.0260725
Europe,,1923,2.869934
Europe,,1924,3.2874339
Europe,,1925,3.2315016
Europe,,1926,2.7485275
Europe,,1927,3.4820738
Europe,,1928,3.4695427
Europe,,1929,3.73831
Europe,,1930,3.508791
Europe,,1931,3.2516458
Europe,,1932,2.9999864
Europe,,1933,3.067426
Europe,,1934,3.333195
Europe,,1935,3.476424
Europe,,1936,3.666393
Europe,,1937,3.9511511
Europe,,1938,3.94167
Europe,,1939,4.0067573
Europe,,1940,4.236917
Europe,,1941,4.053998
Europe,,1942,3.7590144
Europe,,1943,3.7556794
Europe,,1944,3.5271502
Europe,,1945,2.294739
Europe,,1946,3.0751505
Europe,,1947,3.5297482
Europe,,1948,3.7868097
Europe,,1949,4.108444
Europe,,1950,4.333588
Europe,,1951,4.7407546
Europe,,1952,4.8475757
Europe,,1953,4.937913
Europe,,1954,5.2020187
Europe,,1955,5.608424
Europe,,1956,5.9170637
Europe,,1957,6.111022
Europe,,1958,6.1143894
Europe,,1959,6.188868
Europe,,1960,6.5420856
Europe,,1961,6.7136383
Europe,,1962,7.016154
Europe,,1963,7.390135
Europe,,1964,7.6893525
Europe,,1965,7.8490562
Europe,,1966,8.055843
Europe,,1967,8.17186
Europe,,1968,8.493466
Europe,,1969,8.899198
Europe,,1970,9.277059
Europe,,1971,9.567637
Europe,,1972,9.849707
Europe,,1973,10.226384
Europe,,1974,10.192708
Europe,,1975,10.193105
Europe,,1976,10.689815
Europe,,1977,10.717455
Europe,,1978,11.004153
Europe,,1979,11.214178
Europe,,1980,11.168953
Europe,,1981,10.716803
Europe,,1982,10.588339
Europe,,1983,10.555263
Europe,,1984,10.585748
Europe,,1985,11.002701
Europe,,1986,10.976381
Europe,,1987,10.959425
Europe,,1988,10.968573
Europe,,1989,10.880137
Europe,,1990,11.126495
Europe,,1991,10.684244
Europe,,1992,9.775786
Europe,,1993,9.363284
Europe,,1994,8.860729
Europe,,1995,8.8288355
Europe,,1996,8.8913765
Europe,,1997,8.608361
Europe,,1998,8.574693
Europe,,1999,8.463976
Europe,,2000,8.464398
Europe,,2001,8.640642
Europe,,2002,8.595386
Europe,,2003,8.788043
Europe,,2004,8.823419
Europe,,2005,8.800078
Europe,,2006,8.924422
Europe,,2007,8.846204
Europe,,2008,8.722755
Europe,,2009,8.004906
Europe,,2010,8.301425
Europe,,2011,8.186117
Europe,,2012,8.103518
Europe,,2013,7.877439
Europe,,2014,7.555133
Europe,,2015,7.5455537
Europe,,2016,7.5237627
Europe,,2017,7.5547857
Europe,,2018,7.5096135
Europe,,2019,7.263965
Europe,,2020,6.707163
Europe,,2021,7.112357
Europe (excl. EU-27),,1750,0.23187238
Europe (excl. EU-27),,1760,0.23315217
Europe (excl. EU-27),,1770,0.26885232
Europe (excl. EU-27),,1780,0.3110685
Europe (excl. EU-27),,1790,0.37446097
Europe (excl. EU-27),,1800,0.42297274
Europe (excl. EU-27),,1801,0.4233478
Europe (excl. EU-27),,1802,0.42468703
Europe (excl. EU-27),,1803,0.47655937
Europe (excl. EU-27),,1804,0.47776467
Europe (excl. EU-27),,1805,0.49456263
Europe (excl. EU-27),,1806,0.52156705
Europe (excl. EU-27),,1807,0.5205732
Europe (excl. EU-27),,1808,0.51962924
Europe (excl. EU-27),,1809,0.5186778
Europe (excl. EU-27),,1810,0.514808
Europe (excl. EU-27),,1811,0.54546535
Europe (excl. EU-27),,1812,0.5606023
Europe (excl. EU-27),,1813,0.559977
Europe (excl. EU-27),,1814,0.5628684
Europe (excl. EU-27),,1815,0.56696856
Europe (excl. EU-27),,1816,0.594478
Europe (excl. EU-27),,1817,0.5919432
Europe (excl. EU-27),,1818,0.58349013
Europe (excl. EU-27),,1819,0.57897955
Europe (excl. EU-27),,1820,0.5736806
Europe (excl. EU-27),,1821,0.5714526
Europe (excl. EU-27),,1822,0.5873852
Europe (excl. EU-27),,1823,0.613259
Europe (excl. EU-27),,1824,0.6366791
Europe (excl. EU-27),,1825,0.6376647
Europe (excl. EU-27),,1826,0.63902116
Europe (excl. EU-27),,1827,0.65952003
Europe (excl. EU-27),,1828,0.65787643
Europe (excl. EU-27),,1829,0.66114557
Europe (excl. EU-27),,1830,0.83345306
Europe (excl. EU-27),,1831,0.8001558
Europe (excl. EU-27),,1832,0.7905673
Europe (excl. EU-27),,1833,0.78232706
Europe (excl. EU-27),,1834,0.77559614
Europe (excl. EU-27),,1835,0.76553446
Europe (excl. EU-27),,1836,0.8886093
Europe (excl. EU-27),,1837,0.84985155
Europe (excl. EU-27),,1838,0.8657418
Europe (excl. EU-27),,1839,0.8804799
Europe (excl. EU-27),,1840,0.90908873
Europe (excl. EU-27),,1841,0.9122161
Europe (excl. EU-27),,1842,0.94499284
Europe (excl. EU-27),,1843,0.9795468
Europe (excl. EU-27),,1844,1.0209087
Europe (excl. EU-27),,1845,1.0851454
Europe (excl. EU-27),,1846,1.0317029
Europe (excl. EU-27),,1847,1.108935
Europe (excl. EU-27),,1848,1.1628454
Europe (excl. EU-27),,1849,1.2254367
Europe (excl. EU-27),,1850,1.2870394
Europe (excl. EU-27),,1851,1.2147076
Europe (excl. EU-27),,1852,1.2010227
Europe (excl. EU-27),,1853,1.1849914
Europe (excl. EU-27),,1854,1.4168833
Europe (excl. EU-27),,1855,1.3194305
Europe (excl. EU-27),,1856,1.4056721
Europe (excl. EU-27),,1857,1.3694766
Europe (excl. EU-27),,1858,1.3365511
Europe (excl. EU-27),,1859,1.472335
Europe (excl. EU-27),,1860,1.6359509
Europe (excl. EU-27),,1861,1.6939731
Europe (excl. EU-27),,1862,1.6257606
Europe (excl. EU-27),,1863,1.7133985
Europe (excl. EU-27),,1864,1.8294166
Europe (excl. EU-27),,1865,1.9217484
Europe (excl. EU-27),,1866,1.9775404
Europe (excl. EU-27),,1867,2.0158114
Europe (excl. EU-27),,1868,1.9578978
Europe (excl. EU-27),,1869,2.0408154
Europe (excl. EU-27),,1870,2.06946
Europe (excl. EU-27),,1871,2.1829908
Europe (excl. EU-27),,1872,2.2789683
Europe (excl. EU-27),,1873,2.338905
Europe (excl. EU-27),,1874,2.2620535
Europe (excl. EU-27),,1875,2.371869
Europe (excl. EU-27),,1876,2.3590136
Europe (excl. EU-27),,1877,2.3812325
Europe (excl. EU-27),,1878,2.3361924
Europe (excl. EU-27),,1879,2.3319082
Europe (excl. EU-27),,1880,2.52581
Europe (excl. EU-27),,1881,2.6299746
Europe (excl. EU-27),,1882,2.6354504
Europe (excl. EU-27),,1883,2.7297444
Europe (excl. EU-27),,1884,2.6408987
Europe (excl. EU-27),,1885,2.601342
Europe (excl. EU-27),,1886,2.5597298
Europe (excl. EU-27),,1887,2.606732
Europe (excl. EU-27),,1888,2.688192
Europe (excl. EU-27),,1889,2.7680764
Europe (excl. EU-27),,1890,2.823924
Europe (excl. EU-27),,1891,2.8773663
Europe (excl. EU-27),,1892,2.8071706
Europe (excl. EU-27),,1893,2.5447226
Europe (excl. EU-27),,1894,2.861866
Europe (excl. EU-27),,1895,2.8958898
Europe (excl. EU-27),,1896,2.9496307
Europe (excl. EU-27),,1897,3.0345776
Europe (excl. EU-27),,1898,3.0512536
Europe (excl. EU-27),,1899,3.2713773
Europe (excl. EU-27),,1900,3.3312263
Europe (excl. EU-27),,1901,3.2468061
Europe (excl. EU-27),,1902,3.3100154
Europe (excl. EU-27),,1903,3.2956314
Europe (excl. EU-27),,1904,3.3250053
Europe (excl. EU-27),,1905,3.285678
Europe (excl. EU-27),,1906,3.4159439
Europe (excl. EU-27),,1907,3.5758882
Europe (excl. EU-27),,1908,3.4795215
Europe (excl. EU-27),,1909,3.5020442
Europe (excl. EU-27),,1910,3.48329
Europe (excl. EU-27),,1911,3.5507596
Europe (excl. EU-27),,1912,3.441557
Europe (excl. EU-27),,1913,3.7338789
Europe (excl. EU-27),,1914,3.536247
Europe (excl. EU-27),,1915,3.5077019
Europe (excl. EU-27),,1916,3.6109004
Europe (excl. EU-27),,1917,3.4662626
Europe (excl. EU-27),,1918,2.9512877
Europe (excl. EU-27),,1919,2.85005
Europe (excl. EU-27),,1920,2.917121
Europe (excl. EU-27),,1921,2.030776
Europe (excl. EU-27),,1922,2.6963527
Europe (excl. EU-27),,1923,2.8611746
Europe (excl. EU-27),,1924,3.0044422
Europe (excl. EU-27),,1925,2.8407407
Europe (excl. EU-27),,1926,1.8115834
Europe (excl. EU-27),,1927,3.1088293
Europe (excl. EU-27),,1928,2.9854474
Europe (excl. EU-27),,1929,3.1422954
Europe (excl. EU-27),,1930,3.190652
Europe (excl. EU-27),,1931,3.1516492
Europe (excl. EU-27),,1932,3.1472452
Europe (excl. EU-27),,1933,3.2084057
Europe (excl. EU-27),,1934,3.5612185
Europe (excl. EU-27),,1935,3.7278256
Europe (excl. EU-27),,1936,4.032113
Europe (excl. EU-27),,1937,4.120338
Europe (excl. EU-27),,1938,4.0712175
Europe (excl. EU-27),,1939,4.09465
Europe (excl. EU-27),,1940,4.46562
Europe (excl. EU-27),,1941,4.107148
Europe (excl. EU-27),,1942,3.2702794
Europe (excl. EU-27),,1943,3.2224488
Europe (excl. EU-27),,1944,3.5596652
Europe (excl. EU-27),,1945,3.4968739
Europe (excl. EU-27),,1946,3.788896
Europe (excl. EU-27),,1947,4.2575264
Europe (excl. EU-27),,1948,4.423574
Europe (excl. EU-27),,1949,4.710201
Europe (excl. EU-27),,1950,5.008456
Europe (excl. EU-27),,1951,5.37537
Europe (excl. EU-27),,1952,5.429083
Europe (excl. EU-27),,1953,5.576814
Europe (excl. EU-27),,1954,5.861173
Europe (excl. EU-27),,1955,6.3481746
Europe (excl. EU-27),,1956,6.636178
Europe (excl. EU-27),,1957,6.9189463
Europe (excl. EU-27),,1958,7.051713
Europe (excl. EU-27),,1959,7.1737547
Europe (excl. EU-27),,1960,7.455177
Europe (excl. EU-27),,1961,7.541018
Europe (excl. EU-27),,1962,7.734802
Europe (excl. EU-27),,1963,8.096912
Europe (excl. EU-27),,1964,8.395835
Europe (excl. EU-27),,1965,8.738203
Europe (excl. EU-27),,1966,9.007886
Europe (excl. EU-27),,1967,9.13536
Europe (excl. EU-27),,1968,9.340595
Europe (excl. EU-27),,1969,9.655634
Europe (excl. EU-27),,1970,10.123938
Europe (excl. EU-27),,1971,10.557725
Europe (excl. EU-27),,1972,10.8498
Europe (excl. EU-27),,1973,11.217802
